Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,LCA_TaxId
"820|AF013606.1 Bacteroides uniformis RecA (recA) gene",246,0,388,73.45,73.71,99.65,135.66,2.29,245.53,1e-26,Bacteria,unk_k,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,820
77133|EU058196.1 Uncultured bacterium clone LM0ABA28ZB11FM1 genomic sequence,1320,0,710,98.87,100.0,98.87,100.0,9.3,1319.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058201.1 Uncultured bacterium clone LM0ABA28ZC06FM1 genomic sequence,1198,0,752,93.75,94.02,99.72,106.36,8.29,1197.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058204.1 Uncultured bacterium clone LM0ABA28ZC10FM1 genomic sequence,768,0,743,84.66,86.14,98.28,116.09,6.18,767.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058206.1 Uncultured bacterium clone LM0ABA28ZC12FM1 genomic sequence,558,0,754,80.77,81.43,99.19,122.8,3.46,557.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058208.1 Uncultured bacterium clone LM0ABA28ZD02FM1 genomic sequence,590,0,806,91.69,92.8,98.8,107.75,3.13,589.02,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058209.1 Uncultured bacterium clone LM0ABA28ZD04FM1 genomic sequence,646,0,758,73.88,74.54,99.12,134.16,4.27,645.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058212.1 Uncultured bacterium clone LM0ABA28ZD08FM1 genomic sequence,3768,0,772,95.08,97.67,97.35,102.39,29.07,3767.06,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058217.1 Uncultured bacterium clone LM0ABA28ZE08FM1 genomic sequence,1086,0,761,83.05,83.05,100.0,120.41,6.74,1085.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058230.1 Uncultured bacterium clone LM0ABA28ZG10FM1 genomic sequence,4894,0,784,89.41,90.31,99.01,110.73,29.84,4893.05,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058231.1 Uncultured bacterium clone LM0ABA28ZG11FM1 genomic sequence,404,0,786,67.3,68.07,98.88,146.92,2.77,403.05,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058243.1 Uncultured bacterium clone LM0ABA29ZA11FM1 genomic sequence,1148,0,626,99.52,100.0,99.52,100.0,9.01,1147.24,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058247.1 Uncultured bacterium clone LM0ABA29ZB04FM1 genomic sequence,984,0,543,99.45,100.0,99.45,100.0,8.03,983.34,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058258.1 Uncultured bacterium clone LM0ABA29ZC09FM1 genomic sequence,882,0,564,99.65,100.0,99.65,100.0,7.5,881.32,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058259.1 Uncultured bacterium clone LM0ABA29ZC10FM1 genomic sequence,520,0,597,70.52,70.52,100.0,141.81,4.22,519.28,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058260.1 Uncultured bacterium clone LM0ABA29ZD02FM1 genomic sequence,996,0,593,100.0,100.0,100.0,100.0,7.18,995.28,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058266.1 Uncultured bacterium clone LM0ABA29ZD10FM1 genomic sequence,1178,0,556,99.82,100.0,99.82,100.0,8.78,1177.33,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058284.1 Uncultured bacterium clone LM0ABA29ZF07FM1 genomic sequence,2330,0,710,99.72,100.0,99.72,100.0,16.76,2329.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058286.1 Uncultured bacterium clone LM0ABA29ZF10FM1 genomic sequence,3678,0,643,96.89,100.16,96.74,99.84,30.83,3677.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058291.1 Uncultured bacterium clone LM0ABA29ZG09FM1 genomic sequence,582,0,628,84.08,84.08,100.0,118.94,3.9,581.24,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058292.1 Uncultured bacterium clone LM0ABA29ZG10FM1 genomic sequence,354,0,607,85.83,85.83,100.0,116.51,3.32,353.26,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058318.1 Uncultured bacterium clone LM0ABA3ZC07FM1 genomic sequence,1256,0,735,97.28,98.5,98.76,101.52,7.66,1255.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058325.1 Uncultured bacterium clone LM0ABA3ZD04FM1 genomic sequence,384,0,573,90.92,92.15,98.67,108.52,4.41,383.31,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058330.1 Uncultured bacterium clone LM0ABA3ZD11FM1 genomic sequence,1164,0,457,98.03,100.0,98.03,100.0,11.27,1163.45,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058348.1 Uncultured bacterium clone LM0ABA3ZG05FM1 genomic sequence,348,0,466,95.28,96.57,98.67,103.56,3.73,347.43,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058353.1 Uncultured bacterium clone LM0ABA3ZG10FM1 genomic sequence,390,0,664,70.18,70.93,98.94,140.98,4.04,389.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058362.1 Uncultured bacterium clone LM0ABA3ZH11FM1 genomic sequence,1142,0,562,83.1,83.1,100.0,120.34,9.88,1141.32,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058365.1 Uncultured bacterium clone LM0ABA30ZA05FM1 genomic sequence,546,0,657,77.78,77.78,100.0,128.57,2.91,545.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058374.1 Uncultured bacterium clone LM0ABA30ZB05FM1 genomic sequence,664,0,577,100.0,100.0,100.0,100.0,6.36,663.3,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058380.1 Uncultured bacterium clone LM0ABA30ZC01FM1 genomic sequence,674,0,401,99.25,100.0,99.25,100.0,7.33,673.51,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058388.1 Uncultured bacterium clone LM0ABA30ZC11FM1 genomic sequence,1162,0,667,99.85,100.0,99.85,100.0,8.09,1161.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058396.1 Uncultured bacterium clone LM0ABA30ZD07FM1 genomic sequence,1582,0,720,100.0,100.0,100.0,100.0,10.31,1581.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058409.1 Uncultured bacterium clone LM0ABA30ZF01FM1 genomic sequence,728,0,492,98.78,99.8,98.98,100.2,8.24,727.4,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058411.1 Uncultured bacterium clone LM0ABA30ZF04FM1 genomic sequence,1164,0,663,82.2,82.35,99.82,121.43,9.52,1163.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058416.1 Uncultured bacterium clone LM0ABA30ZF10FM1 genomic sequence,1632,0,679,100.0,100.0,100.0,100.0,10.72,1631.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058421.1 Uncultured bacterium clone LM0ABA30ZG05FM1 genomic sequence,672,0,690,99.42,99.86,99.56,100.15,4.46,671.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058425.1 Uncultured bacterium clone LM0ABA30ZG09FM1 genomic sequence,1136,0,695,99.86,99.86,100.0,100.14,7.88,1135.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058428.1 Uncultured bacterium clone LM0ABA30ZG12FM1 genomic sequence,660,0,670,99.55,99.55,100.0,100.45,4.3,659.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058439.1 Uncultured bacterium clone LM0ABA31ZA06FM1 genomic sequence,372,0,478,94.56,94.98,99.56,105.29,5.19,371.42,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058441.1 Uncultured bacterium clone LM0ABA31ZA08FM1 genomic sequence,858,0,594,98.48,99.83,98.65,100.17,8.56,857.28,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058451.1 Uncultured bacterium clone LM0ABA31ZB10FM1 genomic sequence,348,0,669,61.43,62.03,99.04,161.2,2.45,347.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058464.1 Uncultured bacterium clone LM0ABA31ZD03FM1 genomic sequence,1614,0,550,99.82,100.0,99.82,100.0,14.12,1613.33,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058478.1 Uncultured bacterium clone LM0ABA31ZF08FM1 genomic sequence,1312,0,691,99.42,99.86,99.57,100.14,9.22,1311.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058503.1 Uncultured bacterium clone LM0ABA32ZA10FM1 genomic sequence,616,0,571,92.12,92.47,99.62,108.14,5.01,615.31,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058508.1 Uncultured bacterium clone LM0ABA32ZB08FM1 genomic sequence,1086,0,615,99.35,100.0,99.35,100.0,7.37,1085.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058509.1 Uncultured bacterium clone LM0ABA32ZB09FM1 genomic sequence,236,0,290,97.24,100.0,97.24,100.0,3.78,235.65,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058517.1 Uncultured bacterium clone LM0ABA32ZC10FM1 genomic sequence,1366,0,653,97.24,97.55,99.69,102.51,10.1,1365.21,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058522.1 Uncultured bacterium clone LM0ABA32ZD06FM1 genomic sequence,450,0,441,95.01,95.69,99.29,104.5,4.46,449.47,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058523.1 Uncultured bacterium clone LM0ABA32ZD08FM1 genomic sequence,964,0,581,99.66,100.0,99.66,100.0,8.1,963.3,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058542.1 Uncultured bacterium clone LM0ABA32ZG07FM1 genomic sequence,1276,0,644,99.84,100.0,99.84,100.0,8.73,1275.22,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058556.1 Uncultured bacterium clone LM0ABA33ZA06FM1 genomic sequence,2058,0,709,99.44,99.72,99.72,100.28,12.85,2057.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058557.1 Uncultured bacterium clone LM0ABA33ZA07FM1 genomic sequence,4730,0,733,98.77,99.59,99.18,100.41,34.46,4729.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058559.1 Uncultured bacterium clone LM0ABA33ZA10FM1 genomic sequence,536,0,709,87.73,89.0,98.57,112.36,4.52,535.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058562.1 Uncultured bacterium clone LM0ABA33ZB06FM1 genomic sequence,1312,0,745,99.06,100.0,99.06,100.0,10.53,1311.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058587.1 Uncultured bacterium clone LM0ABA33ZF01FM1 genomic sequence,1380,0,706,98.58,99.72,98.86,100.28,9.29,1379.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058589.1 Uncultured bacterium clone LM0ABA33ZF03FM1 genomic sequence,536,0,760,80.53,80.79,99.67,123.78,3.08,535.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058599.1 Uncultured bacterium clone LM0ABA33ZG04FM1 genomic sequence,1578,0,758,96.44,97.76,98.65,102.29,10.96,1577.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058610.1 Uncultured bacterium clone LM0ABA33ZH08FM1 genomic sequence,732,0,745,78.79,78.79,100.0,126.92,4.06,731.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058614.1 Uncultured bacterium clone LM0ABA33ZH12FM1 genomic sequence,928,0,698,93.98,94.56,99.39,105.76,8.1,927.15,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058630.1 Uncultured bacterium clone LM0ABA34ZC03FM1 genomic sequence,758,0,769,98.7,100.0,98.7,100.0,6.57,757.07,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058636.1 Uncultured bacterium clone LM0ABA34ZC11FM1 genomic sequence,1688,0,773,99.35,99.87,99.48,100.13,9.64,1687.06,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058642.1 Uncultured bacterium clone LM0ABA34ZD10FM1 genomic sequence,1560,0,787,93.14,94.16,98.92,106.21,9.32,1559.05,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058647.1 Uncultured bacterium clone LM0ABA34ZE09FM1 genomic sequence,1094,0,621,99.36,100.0,99.36,100.0,9.36,1093.25,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058648.1 Uncultured bacterium clone LM0ABA34ZE10FM1 genomic sequence,1374,0,735,95.37,95.51,99.86,104.7,7.34,1373.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058665.1 Uncultured bacterium clone LM0ABA34ZH07FM1 genomic sequence,93774,0,748,99.2,100.0,99.2,100.0,727.23,93773.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058667.1 Uncultured bacterium clone LM0ABA34ZH10FM1 genomic sequence,1510,0,669,95.37,95.52,99.84,104.69,12.47,1509.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058669.1 Uncultured bacterium clone LM0ABA35ZA02FM1 genomic sequence,380,0,741,56.28,57.35,98.12,174.35,2.7,379.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058670.1 Uncultured bacterium clone LM0ABA35ZA03FM1 genomic sequence,490,0,707,87.69,88.4,99.2,113.12,4.27,489.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058671.1 Uncultured bacterium clone LM0ABA35ZA04FM1 genomic sequence,2774,0,734,99.73,100.0,99.73,100.0,15.8,2773.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058673.1 Uncultured bacterium clone LM0ABA35ZA10FM1 genomic sequence,1698,0,722,99.72,100.0,99.72,100.0,10.53,1697.12,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058674.1 Uncultured bacterium clone LM0ABA35ZA11FM1 genomic sequence,1562,0,739,99.46,99.86,99.59,100.14,10.96,1561.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058682.1 Uncultured bacterium clone LM0ABA35ZB10FM1 genomic sequence,514,0,711,99.02,99.86,99.15,100.14,4.11,513.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058689.1 Uncultured bacterium clone LM0ABA35ZC09FM1 genomic sequence,754,0,717,97.91,98.05,99.86,101.99,4.97,753.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058692.1 Uncultured bacterium clone LM0ABA35ZD02FM1 genomic sequence,1442,0,720,97.92,99.44,98.46,100.56,10.59,1441.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058697.1 Uncultured bacterium clone LM0ABA35ZE04FM1 genomic sequence,902,0,671,98.51,98.66,99.85,101.36,5.93,901.19,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058702.1 Uncultured bacterium clone LM0ABA35ZE10FM1 genomic sequence,1130,0,752,90.69,90.96,99.71,109.94,6.58,1129.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058706.1 Uncultured bacterium clone LM0ABA35ZF06FM1 genomic sequence,792,0,737,92.54,92.67,99.85,107.91,4.92,791.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058712.1 Uncultured bacterium clone LM0ABA35ZH03FM1 genomic sequence,1528,0,739,96.35,96.62,99.72,103.5,8.38,1527.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058714.1 Uncultured bacterium clone LM0ABA35ZH09FM1 genomic sequence,1486,0,712,91.99,92.28,99.7,108.37,10.71,1485.14,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058718.1 Uncultured bacterium clone LM0ABA36ZA03FM1 genomic sequence,382,0,739,66.04,66.04,100.0,151.43,2.32,381.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058724.1 Uncultured bacterium clone LM0ABA36ZB04FM1 genomic sequence,392,0,716,79.89,80.45,99.31,124.31,2.62,391.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058729.1 Uncultured bacterium clone LM0ABA36ZC03FM1 genomic sequence,1430,0,694,98.27,100.0,98.27,100.0,10.5,1429.16,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058733.1 Uncultured bacterium clone LM0ABA36ZC09FM1 genomic sequence,5386,0,730,98.49,100.0,98.49,100.0,44.85,5385.11,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058734.1 Uncultured bacterium clone LM0ABA36ZC12FM1 genomic sequence,1500,0,768,97.79,99.87,97.91,100.13,10.36,1499.07,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058745.1 Uncultured bacterium clone LM0ABA36ZF01FM1 genomic sequence,1174,0,661,92.28,93.04,99.19,107.48,10.53,1173.2,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058753.1 Uncultured bacterium clone LM0ABA36ZF11FM1 genomic sequence,472,0,718,77.44,77.86,99.46,128.44,2.94,471.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058756.1 Uncultured bacterium clone LM0ABA36ZG02FM1 genomic sequence,1040,0,752,95.48,96.68,98.76,103.44,5.97,1039.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058780.1 Uncultured bacterium clone LM0ABA37ZC02FM1 genomic sequence,1574,0,723,99.03,100.0,99.03,100.0,10.55,1573.12,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058794.1 Uncultured bacterium clone LM0ABA37ZE02FM1 genomic sequence,3868,0,672,98.81,99.7,99.1,100.3,25.73,3867.18,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058801.1 Uncultured bacterium clone LM0ABA37ZE11FM1 genomic sequence,480,0,721,99.45,99.45,100.0,100.56,3.8,479.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058803.1 Uncultured bacterium clone LM0ABA37ZF01FM1 genomic sequence,1332,0,726,98.48,99.59,98.89,100.41,9.68,1331.12,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058804.1 Uncultured bacterium clone LM0ABA37ZF04FM1 genomic sequence,1588,0,794,97.48,98.11,99.36,101.93,9.92,1587.04,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058826.1 Uncultured bacterium clone LM0ABA37ZH08FM1 genomic sequence,1462,0,749,96.66,98.93,97.71,101.08,9.52,1461.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,2
77133|EU058840.1 Uncultured bacterium clone LM0ABA38ZB03FM1 genomic sequence,1082,0,744,99.6,100.0,99.6,100.0,7.98,1081.1,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058861.1 Uncultured bacterium clone LM0ABA38ZD12FM1 genomic sequence,872,0,725,65.79,65.79,100.0,151.99,4.78,871.12,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058863.1 Uncultured bacterium clone LM0ABA38ZE02FM1 genomic sequence,6820,0,803,98.88,100.0,98.88,100.0,38.6,6819.03,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058870.1 Uncultured bacterium clone LM0ABA38ZF01FM1 genomic sequence,1468,0,721,99.45,100.0,99.45,100.0,9.13,1467.13,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058876.1 Uncultured bacterium clone LM0ABA38ZF08FM1 genomic sequence,1078,0,765,99.35,99.87,99.48,100.13,7.73,1077.07,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058884.1 Uncultured bacterium clone LM0ABA38ZG05FM1 genomic sequence,1322,0,752,98.8,100.0,98.8,100.0,7.64,1321.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058886.1 Uncultured bacterium clone LM0ABA38ZG09FM1 genomic sequence,476,0,761,100.0,100.0,100.0,100.0,3.06,475.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058899.1 Uncultured bacterium clone LM0ABA39ZA07FM1 genomic sequence,1466,0,768,97.53,98.96,98.55,101.05,8.52,1465.07,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058911.1 Uncultured bacterium clone LM0ABA39ZC01FM1 genomic sequence,982,0,796,94.1,94.47,99.6,105.85,6.1,981.03,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058918.1 Uncultured bacterium clone LM0ABA39ZC10FM1 genomic sequence,2006,0,756,100.0,100.0,100.0,100.0,10.95,2005.08,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058922.1 Uncultured bacterium clone LM0ABA39ZD02FM1 genomic sequence,1514,0,783,99.11,100.0,99.11,100.0,9.28,1513.05,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058927.1 Uncultured bacterium clone LM0ABA39ZD07FM1 genomic sequence,6792,0,793,98.49,99.87,98.61,100.13,39.22,6791.04,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058931.1 Uncultured bacterium clone LM0ABA39ZE01FM1 genomic sequence,1526,0,763,99.34,100.0,99.34,100.0,9.96,1525.07,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058938.1 Uncultured bacterium clone LM0ABA39ZF01FM1 genomic sequence,1160,0,753,90.57,91.24,99.27,109.61,7.09,1159.09,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058949.1 Uncultured bacterium clone LM0ABA39ZG03FM1 genomic sequence,1166,0,573,99.3,99.83,99.48,100.17,10.37,1165.3,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
77133|EU058952.1 Uncultured bacterium clone LM0ABA39ZG08FM1 genomic sequence,776,0,778,97.43,97.69,99.74,102.37,4.08,775.06,1e-26,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium,77133
